id_season,season_name,country,championship_name,team_id,team_name,team_url,1st_best_player,2nd_best_player,3rd_best_player,4th_best_player,5th_best_player,formation_type,1st_player_name,1st_player_position,2nd_player_name,2nd_player_position,3rd_player_name,3rd_player_position,4th_player_name,4th_player_position,5th_player_name,5th_player_position,6th_player_name,6th_player_position,7th_player_name,7th_player_position,8th_player_name,8th_player_position,9th_player_name,9th_player_position,10th_player_name,10th_player_position,11th_player_name,11th_player_position
1,2024/25,France,Ligue 1,607,Lille,https://fr.whoscored.com/teams/607/show/france-lille,Hamza Igamane,Hákon Haraldsson,Olivier Giroud,Alexsandro Ribeiro,Nathan Ngoy,4231,B. Özer,0; 40,T. Meunier,25; 0,R. Perraud,25; 80,B. André,50; 55,N. Ngoy,25; 25,A. Ribeiro,25; 55,M. Broholm,70; 10,A. Bouaddi,50; 25,O. Giroud,90; 40,H. Haraldsson,70; 40,F. Correia,70; 70
1,2024/25,France,Ligue 1,304,Paris Saint-Germain,https://fr.whoscored.com/teams/304/show/france-paris-saint-germain,Marquinhos,João Neves,Bradley Barcola,Vitinha,Ousmane Dembélé,433,L. Chevalier,0; 40,A. Hakimi,25; 0,N. Mendes,25; 80,Vitinha,55; 40,I. Zabarnyi,25; 25,Beraldo,25; 55,J. Neves,55; 10,F. Ruiz,55; 70,O. Dembélé,85; 40,D. Doué,85; 10,B. Barcola,85; 70
1,2024/25,France,Ligue 1,228,Lyon,https://fr.whoscored.com/teams/228/show/france-lyon,Tanner Tessmann,Moussa Niakhaté,Corentin Tolisso,Ainsley Maitland-Niles,Tyler Morton,4231,R. Descamps,0; 40,A. M-Niles,25; 0,A. Vinícius,25; 80,T. Morton,50; 55,C. Mata,25; 25,M. Niakhaté,25; 55,A. Karabec,70; 10,T. Tessmann,50; 25,G. Mikautadze,90; 40,C. Tolisso,70; 40,M. Fofana,70; 70
1,2024/25,France,Ligue 1,249,Marseille,https://fr.whoscored.com/teams/249/show/france-marseille,Nayef Aguerd,Benjamin Pavard,Mason Greenwood,Leonardo Balerdi,Angel Gomes,4231,G. Rulli,0; 40,A. Murillo,25; 0,F. Medina,25; 80,P-E. Højbjerg,50; 55,B. Pavard,25; 25,N. Aguerd,25; 55,M. Greenwood,70; 10,A. Gomes,50; 25,P-E. Aubameyang,90; 40,B. Nadir,70; 40,T. Weah,70; 70
1,2024/25,France,Ligue 1,148,Strasbourg,https://fr.whoscored.com/teams/148/show/france-strasbourg,Karl-Johan Johnsson,Valentín Barco,Sam Amo-Ameyaw,Mamadou Sarr,Joaquín Panichelli,3421,K-J. Johnsson,0; 40,J. Mwanga,50; 0,A. Ouattara,50; 80,I. Doukouré,25; 70,A. Omobamidele,25; 40,M. Sarr,25; 10,F. Lemaréchal,50; 25,S. El Mourabet,50; 55,J. Panichelli,90; 40,K. Páez,75; 25,V. Barco,75; 55
1,2024/25,France,Ligue 1,248,Monaco,https://fr.whoscored.com/teams/248/show/france-monaco,Maghnes Akliouche,Jordan Teze,Lamine Camara,Eric Dier,Thilo Kehrer,4231,L. Hrádecky,0; 40,J. Teze,25; 0,C. Henrique,25; 80,D. Zakaria,50; 55,E. Dier,25; 25,C. Mawissa,25; 55,M. Akliouche,70; 10,L. Camara,50; 25,F. Balogun,90; 40,T. Minamino,70; 40,A. Golovin,70; 70
1,2024/25,France,Ligue 1,309,Lens,https://fr.whoscored.com/teams/309/show/france-lens,Fode Sylla,Adrien Thomasson,Jonathan Gradit,Malang Sarr,Matthieu Udol,3421,R. Risser,0; 40,R. Aguilar,50; 0,D. Machado,50; 80,M. Udol,25; 70,M. Sarr,25; 40,J. Gradit,25; 10,M. Sangaré,50; 25,A. Thomasson,50; 55,R. Fofana,90; 40,F. Thauvin,75; 25,W. Saïd,75; 55
1,2024/25,France,Ligue 1,613,Nice,https://fr.whoscored.com/teams/613/show/france-nice,Charles Vanhoutte,Dante,Kojo Peprah Oppong,Tom Louchet,Jérémie Boga,3421,Y. Diouf,0; 40,T. Louchet,50; 0,M. Bard,50; 80,K.P. Oppong,25; 70,J. Bah,25; 40,A. Mendy,25; 10,H. Boudaoui,50; 25,S.A. Samed,50; 55,K. Carlos,90; 40,I. Jansson,75; 25,J. Boga,75; 55
1,2024/25,France,Ligue 1,246,Toulouse,https://fr.whoscored.com/teams/246/show/france-toulouse,Abu Francis,Frank Magri,Yann Gboho,Dayann Methalie,Charlie Cresswell,343,G. Restes,0; 40,A. Dønnum,55; 0,D. Methalie,55; 80,M. McKenzie,25; 70,C. Cresswell,25; 40,D. Sidibé,25; 10,J. Canvot,55; 25,C. Cásseres,55; 55,F. Magri,85; 40,N. Edjouma,85; 15,Y. Gboho,85; 65
1,2024/25,France,Ligue 1,614,Angers,https://fr.whoscored.com/teams/614/show/france-angers,Hervé Koffi,Jordan Lefort,Ousmane Camara,Yassin Belkhdim,Himad Abdelli,4231,H. Koffi,0; 40,C. Arcus,25; 0,J. Ekomié,25; 80,H. Belkebla,50; 55,O. Camara,25; 25,J. Lefort,25; 55,L. Raolisoa,70; 10,Y. Belkhdim,50; 25,P. Peter,90; 40,L. Mouton,70; 40,S. Cherif,70; 70
1,2024/25,France,Ligue 1,302,Nantes,https://fr.whoscored.com/teams/302/show/france-nantes,Anthony Lopes,Johann Lepenant,Herba Guirassy,Chidozie Awaziem,Mostafa Mohamed,4141,A. Lopes,0; 40,K. Amian,25; 0,N. Cozza,25; 80,J. Mwanga,45; 40,C. Awaziem,25; 25,T. Tati,25; 55,Y. Benhattab,70; 0,L. Leroux,70; 25,M. Mohamed,90; 40,J. Lepenant,70; 55,H. Guirassy,70; 80
1,2024/25,France,Ligue 1,313,Rennes,https://fr.whoscored.com/teams/313/show/france-rennes,Anthony Rouault,Quentin Merlin,Brice Samba,Estéban Lepaul,Ludovic Blas,352,B. Samba,0; 40,P. Frankowski,60; 0,Q. Merlin,60; 80,A. Rouault,25; 70,J. Jacquet,25; 40,A.A. Boudlal,25; 10,L. Blas,60; 20,S. Fofana,60; 60,E. Lepaul,90; 25,M. Tamari,90; 55,V. Rongier,60; 40
1,2024/25,France,Ligue 1,2332,Brest,https://fr.whoscored.com/teams/2332/show/france-brest,Romain Del Castillo,Julien Le Cardinal,Ludovic Ajorque,Mama Baldé,Kamory Doumbia,433,R. Majecki,0; 40,K. Lala,25; 0,B. Locko,25; 80,P. L-Melou,55; 40,B. Chardonnet,25; 25,J. Le Cardinal,25; 55,K. Doumbia,55; 10,H. Magnetti,55; 70,L. Ajorque,85; 40,R.D. Castillo,85; 10,M. Baldé,85; 70
1,2024/25,France,Ligue 1,217,Le Havre,https://fr.whoscored.com/teams/217/show/france-le-havre,Fodé Doucouré,Issa Soumaré,Loïc Négo,Gautier Lloris,Rassoul Ndiaye,4141,M. Diaw,0; 40,L. Négo,25; 0,Y. Zouaoui,25; 80,A. Seko,45; 40,A. Sangante,25; 25,G. Lloris,25; 55,F. Doucouré,70; 0,Y. Kechta,70; 25,M. Samatta,90; 40,R. Ndiaye,70; 55,I. Soumaré,70; 80
1,2024/25,France,Ligue 1,308,Auxerre,https://fr.whoscored.com/teams/308/show/france-auxerre,Lassine Sinayoko,Marvin Senaya,Francisco Sierralta,Telli Siwe,Kévin Danois,541,D. Léon,0; 40,M. Senaya,30; 0,F. Oppegård,30; 80,C. Akpa,30; 60,F. Sierralta,30; 40,G. Osho,30; 20,J. Casimir,60; 10,E. Owusu,60; 30,L. Sinayoko,90; 40,K. Danois,60; 50,I. Osman,60; 70
1,2024/25,France,Ligue 1,2832,Paris FC,https://fr.whoscored.com/teams/2832/show/france-paris-fc,Ilan Kebbal,Moses Simon,Willem Geubbels,Vincent Marchetti,Maxime Lopez,433,K. Trapp,0; 40,S. Chergui,25; 0,T. De Smet,25; 80,V. Marchetti,55; 40,M. Mbow,25; 25,Otávio,25; 55,M. Lopez,55; 10,A. Camara,55; 70,W. Geubbels,85; 40,I. Kebbal,85; 10,M. Simon,85; 70
1,2024/25,France,Ligue 1,314,Metz,https://fr.whoscored.com/teams/314/show/france-metz,Gauthier Hein,Jonathan Fischer,Boubacar Traoré,Sadibou Sané,Jean-Philippe Gbamin,4231,J. Fischer,0; 40,K. Kouao,25; 0,A. Touré,25; 80,B. Traoré,50; 55,S. Sané,25; 25,J-P. Gbamin,25; 55,G. Tsitaishvili,70; 10,B. Stambouli,50; 25,I. Gueye,90; 40,G. Hein,70; 40,G. Abuashvili,70; 70
1,2024/25,France,Ligue 1,146,Lorient,https://fr.whoscored.com/teams/146/show/france-lorient,Panos Katseris,Arthur Avom,Pablo Pagis,Aiyegun Tosin,Arsène Kouassi,3421,Y. Mvogo,0; 40,P. Katseris,50; 0,A. Kouassi,50; 80,A. Faye,25; 70,M. Talbi,25; 40,I. Silva,25; 10,A. Avom,50; 25,L. Abergel,50; 55,S. Soumano,90; 40,A. Tosin,75; 25,D. Karim,75; 55
2,2024/25,Allemagne,Bundesliga,37,Bayern Munich,https://fr.whoscored.com/teams/37/show/allemagne-bayern-munich,Harry Kane,Michael Olise,Luis Díaz,Serge Gnabry,Joshua Kimmich,4231,M. Neuer,0; 40,K. Laimer,25; 0,J. Stanisic,25; 80,L. Goretzka,50; 55,D. Upamecano,25; 25,J. Tah,25; 55,M. Olise,70; 10,J. Kimmich,50; 25,H. Kane,90; 40,S. Gnabry,70; 40,L. Díaz,70; 70
2,2024/25,Allemagne,Bundesliga,44,Borussia Dortmund,https://fr.whoscored.com/teams/44/show/allemagne-borussia-dortmund,Serhou Guirassy,Waldemar Anton,Julian Brandt,Maximilian Beier,Ramy Bensebaini,3412,G. Kobel,0; 40,Y. Couto,50; 0,D. Svensson,50; 80,R. Bensebaini,25; 70,W. Anton,25; 40,F. Mané,25; 10,P. Groß,50; 25,M. Sabitzer,50; 55,J. Bellingham,65; 40,S. Guirassy,90; 25,K. Adeyemi,90; 55
2,2024/25,Allemagne,Bundesliga,282,FC Koln,https://fr.whoscored.com/teams/282/show/allemagne-fc-koln,Marius Bülter,Jakub Kaminski,Eric Martel,Jan Thielmann,Luca Waldschmidt,3421,M. Schwäbe,0; 40,S. Sebulonsen,50; 0,K. Lund,50; 80,T. Krauß,25; 70,T. Hübers,25; 40,J. Schmied,25; 10,Í.B. Jóhannesson,50; 25,E. Martel,50; 55,M. Bülter,90; 40,J. Thielmann,75; 25,J. Kaminski,75; 55
2,2024/25,Allemagne,Bundesliga,283,St. Pauli,https://fr.whoscored.com/teams/283/show/allemagne-st-pauli,Danel Sinani,Nikola Vasilj,Mathias Pereira Lage,Eric Smith,Andréas Hountondji,3412,N. Vasilj,0; 40,A. Pyrka,50; 0,L. Oppie,50; 80,A. Dzwigala,25; 70,E. Smith,25; 40,H. Wahl,25; 10,J. Sands,50; 25,J.C. Fujita,50; 55,D. Sinani,65; 40,A. Hountondji,90; 25,M.P. Lage,90; 55
2,2024/25,Allemagne,Bundesliga,45,Eintracht Frankfurt,https://fr.whoscored.com/teams/45/show/allemagne-eintracht-frankfurt,Ritsu Doan,Jean-Mattéo Bahoya,Can Uzun,Farès Chaïbi,Rasmus Kristensen,4231,M. Zetterer,0; 40,R. Kristensen,25; 0,A. Theate,25; 80,F. Chaïbi,50; 55,N. Collins,25; 25,R. Koch,25; 55,R. Doan,70; 10,H. Larsson,50; 25,J. Burkardt,90; 40,C. Uzun,70; 40,J-M. Bahoya,70; 70
2,2024/25,Allemagne,Bundesliga,7614,RB Leipzig,https://fr.whoscored.com/teams/7614/show/allemagne-rb-leipzig,Willi Orbán,Ridle Baku,David Raum,Christoph Baumgartner,Castello Lukeba,4231,P. Gulácsi,0; 40,R. Baku,25; 0,D. Raum,25; 80,X. Schlager,50; 55,W. Orbán,25; 25,C. Lukeba,25; 55,J. Bakayoko,70; 10,N. Seiwald,50; 25,Rômulo,90; 40,C. Baumgartner,70; 40,A. Nusa,70; 70
2,2024/25,Allemagne,Bundesliga,1211,Hoffenheim,https://fr.whoscored.com/teams/1211/show/allemagne-hoffenheim,Tim Lemperle,Fisnik Asllani,Bazoumana Touré,Bernardo,Vladimír Coufal,433,O. Baumann,0; 40,V. Coufal,25; 0,Bernardo,25; 80,L. Avdullahu,55; 40,R. Hranác,25; 25,A. Chaves,25; 55,W. Burger,55; 10,A. Kramaric,55; 70,T. Lemperle,85; 40,F. Asllani,85; 10,B. Touré,85; 70
2,2024/25,Allemagne,Bundesliga,33,Wolfsburg,https://fr.whoscored.com/teams/33/show/allemagne-wolfsburg,Maximilian Arnold,Aaron Zehnter,Andreas Skov Olsen,Vinicius Souza,Mohammed Amoura,4231,K. Grabara,0; 40,K. Fischer,25; 0,A. Zehnter,25; 80,V. Souza,50; 55,M. Jenz,25; 25,K. Koulierakis,25; 55,A.S. Olsen,70; 10,M. Arnold,50; 25,D. Pejcinovic,90; 40,L. Majer,70; 40,P. Wimmer,70; 70
2,2024/25,Allemagne,Bundesliga,1730,Augsburg,https://fr.whoscored.com/teams/1730/show/allemagne-augsburg,Fabian Rieder,Kristijan Jakic,Dimitris Giannoulis,Mert Kömür,Finn Dahmen,3421,F. Dahmen,0; 40,M. Wolf,50; 0,D. Giannoulis,50; 80,C. Zesiger,25; 70,J. Gouweleeuw,25; 40,C. Matsima,25; 10,K. Jakic,50; 25,H-N. Massengo,50; 55,M. Kömür,90; 40,R. Fellhauer,75; 25,E. Saad,75; 55
2,2024/25,Allemagne,Bundesliga,41,VfB Stuttgart,https://fr.whoscored.com/teams/41/show/allemagne-vfb-stuttgart,Maximilian Mittelstädt,Jeff Chabot,Jamie Leweling,Alexander Nübel,Badredine Bouanani,4231,A. Nübel,0; 40,J. Vagnoman,25; 0,M. Mittelstädt,25; 80,A. Stiller,50; 55,F. Jeltsch,25; 25,J. Chabot,25; 55,B. Bouanani,70; 10,A. Karazor,50; 25,E. Demirovic,90; 40,D. Undav,70; 40,J. Leweling,70; 70
2,2024/25,Allemagne,Bundesliga,42,Werder Bremen,https://fr.whoscored.com/teams/42/show/allemagne-werder-bremen,Jens Stage,Isaac Schmidt,Samuel Mbangula,Felix Agu,Cameron Puertas,4231,M. Backhaus,0; 40,Y. Sugawara,25; 0,F. Agu,25; 80,S. Lynen,50; 55,N. Stark,25; 25,K. Coulibaly,25; 55,J. Njinmah,70; 10,J. Stage,50; 25,M. Grüll,90; 40,R. Schmid,70; 40,S. Mbangula,70; 70
2,2024/25,Allemagne,Bundesliga,36,Bayer Leverkusen,https://fr.whoscored.com/teams/36/show/allemagne-bayer-leverkusen,Álex Grimaldo,Patrik Schick,Jarell Quansah,Malik Tillman,Nathan Tella,3421,M. Flekken,0; 40,L. Vázquez,50; 0,Á. Grimaldo,50; 80,E. Tapsoba,25; 70,L. Badé,25; 40,J. Quansah,25; 10,A. García,50; 25,R. Andrich,50; 55,P. Schick,90; 40,N. Tella,75; 25,M. Tillman,75; 55
2,2024/25,Allemagne,Bundesliga,219,Mainz 05,https://fr.whoscored.com/teams/219/show/allemagne-mainz-05,Dominik Kohr,Nadiem Amiri,Andreas Hanche-Olsen,Danny da Costa,Lee Jae-Sung,3421,R. Zentner,0; 40,A. Caci,50; 0,P. Mwene,50; 80,D. Kohr,25; 70,A. H-Olsen,25; 40,D. da Costa,25; 10,K. Sano,50; 25,N. Amiri,50; 55,N. Weiper,90; 40,A. Nordin,75; 25,L. J-Sung,75; 55
2,2024/25,Allemagne,Bundesliga,796,Union Berlin,https://fr.whoscored.com/teams/796/show/allemagne-union-berlin,Ilyas Ansah,Christopher Trimmel,Frederik Rønnow,András Schäfer,Danilho Doekhi,532,F. Rønnow,0; 40,C. Trimmel,25; 0,R. Skov,25; 80,T. Rothe,25; 60,L. Querfeld,25; 40,D. Doekhi,25; 20,A. Schäfer,60; 10,R. Khedira,60; 40,A. Ilic,90; 55,I. Ansah,90; 25,J. Haberer,60; 70
2,2024/25,Allemagne,Bundesliga,134,Borussia M.Gladbach,https://fr.whoscored.com/teams/134/show/allemagne-borussia-m-gladbach,Philipp Sander,Rocco Reitz,Joe Scally,Moritz Nicolas,Nico Elvedi,4231,M. Nicolas,0; 40,J. Scally,25; 0,L. Ullrich,25; 80,P. Sander,50; 55,N. Elvedi,25; 25,F. Chiarodia,25; 55,F. Honorat,70; 10,R. Reitz,50; 25,H. Tabakovic,90; 40,K. Stöger,70; 40,R. Hack,70; 70
2,2024/25,Allemagne,Bundesliga,50,Freiburg,https://fr.whoscored.com/teams/50/show/allemagne-freiburg,Igor Matanovic,Lukas Kübler,Jordy Makengo,Niklas Beste,Vincenzo Grifo,4231,N. Atubolu,0; 40,L. Kübler,25; 0,C. Günter,25; 80,J. Manzambi,50; 55,M. Ginter,25; 25,P. Lienhart,25; 55,E. Dinkçi,70; 10,M. Eggestein,50; 25,L. Höler,90; 40,Y. Suzuki,70; 40,V. Grifo,70; 70
2,2024/25,Allemagne,Bundesliga,38,Hamburger SV,https://fr.whoscored.com/teams/38/show/allemagne-hamburger-sv,Jordan Torunarigha,Daniel Elfadli,Daniel Heuer Fernandes,Nicolai Remberg,Miro Muheim,343,D.H. Fernandes,0; 40,G. Gocholeishvili,55; 0,M. Muheim,55; 80,J. Torunarigha,25; 70,D. Elfadli,25; 40,W. Omari,25; 10,N. Remberg,55; 25,N. Capaldo,55; 55,R. Königsdörffer,85; 40,E. Sahiti,85; 15,A. R-Lelesiit,85; 65
2,2024/25,Allemagne,Bundesliga,4852,FC Heidenheim,https://fr.whoscored.com/teams/4852/show/allemagne-fc-heidenheim,Diant Ramaj,Patrick Mainka,Jonas Föhrenbach,Mathias Honsak,Julian Niehues,4231,D. Ramaj,0; 40,M. Busch,25; 0,L. Paçarada,25; 80,L. Kerber,50; 55,P. Mainka,25; 25,B. Gimber,25; 55,A. Ibrahimovic,70; 10,J. Schöppner,50; 25,M. Kaufmann,90; 40,L. Scienza,70; 40,M. Honsak,70; 70
3,2024/25,Espagne,LaLiga,65,Barcelona,https://fr.whoscored.com/teams/65/show/espagne-barcelona,Lamine Yamal,Fermín López,Raphinha,Pedri,Frenkie de Jong,4231,J. García,0; 40,E. García,25; 0,A. Balde,25; 80,Pedri,50; 55,R. Araujo,25; 25,P. Cubarsí,25; 55,L. Yamal,70; 10,F. de Jong,50; 25,F. Torres,90; 40,F. López,70; 40,Raphinha,70; 70
3,2024/25,Espagne,LaLiga,52,Real Madrid,https://fr.whoscored.com/teams/52/show/espagne-real-madrid,Kylian Mbappé,Arda Güler,Vinícius Júnior,Aurélien Tchouaméni,Dean Huijsen,4231,T. Courtois,0; 40,D. Carvajal,25; 0,Á. Carreras,25; 80,A. Tchouaméni,50; 55,É. Militão,25; 25,D. Huijsen,25; 55,F. Mastantuono,70; 10,F. Valverde,50; 25,K. Mbappé,90; 40,A. Güler,70; 40,V. Júnior,70; 70
3,2024/25,Espagne,LaLiga,839,Villarreal,https://fr.whoscored.com/teams/839/show/espagne-villarreal,Nicolas Pépé,Gerard Moreno,Tajon Buchanan,Rafa Marín,Santiago Mouriño,442,L. Júnior,0; 40,S. Mouriño,25; 0,S. Cardona,25; 80,S. Comesaña,60; 25,J. Foyth,25; 25,R. Marín,25; 55,T. Buchanan,60; 0,P. Gueye,60; 55,E. Eyong,90; 55,N. Pépé,90; 25,Y. Pino,60; 80
3,2024/25,Espagne,LaLiga,819,Getafe,https://fr.whoscored.com/teams/819/show/espagne-getafe,Luis Milla,Adrián Liso,Abdel Abqar,Borja Mayoral,Kiko Femenía,532,D. Soria,0; 40,J. Iglesias,25; 0,Davinchi,25; 80,D. Rico,25; 60,D. Duarte,25; 40,D. Dakonam,25; 20,M. Martín,60; 10,L. Milla,60; 40,C. Uche,90; 55,A. Liso,90; 25,M. Arambarri,60; 70
3,2024/25,Espagne,LaLiga,54,Real Betis,https://fr.whoscored.com/teams/54/show/espagne-real-betis,Junior Firpo,Antony,Abde Ezzalzouli,Giovani Lo Celso,Marc Bartra,4231,Á. Vallés,0; 40,H. Bellerín,25; 0,J. Firpo,25; 80,P. Fornals,50; 55,M. Bartra,25; 25,Natan,25; 55,A. Ruibal,70; 10,S. Altimira,50; 25,C. Hernández,90; 40,G. Lo Celso,70; 40,R. Riquelme,70; 70
3,2024/25,Espagne,LaLiga,131,Osasuna,https://fr.whoscored.com/teams/131/show/espagne-osasuna,Sergio Herrera,Valentin Rosier,Abel Bretones,Alejandro Catena,Enzo Boyomo,3421,S. Herrera,0; 40,V. Rosier,50; 0,J. Moncayola,50; 80,J. Cruz,25; 70,A. Catena,25; 40,E. Boyomo,25; 10,L. Torró,50; 25,M. Gómez,50; 55,A. Budimir,90; 40,V. Muñoz,75; 25,A. Oroz,75; 55
3,2024/25,Espagne,LaLiga,67,Sevilla,https://fr.whoscored.com/teams/67/show/espagne-sevilla,Kike Salas,Alfon González,Lucien Agoumé,Dodi Lukébakio,Andrés Castrín,4231,Ø. Nyland,0; 40,J.Á. Carmona,25; 0,G. Suazo,25; 80,N. Gudelj,50; 55,A. Castrín,25; 25,K. Salas,25; 55,D. Lukébakio,70; 10,L. Agoumé,50; 25,I. Romero,90; 40,R. Vargas,70; 40,A. González,70; 70
3,2024/25,Espagne,LaLiga,60,Deportivo Alaves,https://fr.whoscored.com/teams/60/show/espagne-deportivo-alaves,Nahuel Tenaglia,Antonio Sivera,Antonio Blanco,Facundo Garcés,Toni Martínez,442,A. Sivera,0; 40,Jonny,25; 0,V. Parada,25; 80,P. Ibáñez,60; 25,F. Garcés,25; 25,N. Tenaglia,25; 55,C. Vicente,60; 0,A. Blanco,60; 55,T. Martínez,90; 55,J. Guridi,90; 25,C. Aleñá,60; 80
3,2024/25,Espagne,LaLiga,70,Espanyol,https://fr.whoscored.com/teams/70/show/espagne-espanyol,Edu Expósito,Carlos Romero,Marko Dmitrovic,Tyrhys Dolan,Pere Milla,4231,M. Dmitrovic,0; 40,O. El Hilali,25; 0,C. Romero,25; 80,E. Expósito,50; 55,F. Calero,25; 25,L. Cabrera,25; 55,T. Dolan,70; 10,P. Lozano,50; 25,R. Fernández,90; 40,P. Milla,70; 40,J. Puado,70; 70
3,2024/25,Espagne,LaLiga,833,Elche,https://fr.whoscored.com/teams/833/show/espagne-elche,David Affengruber,Germán Valera,Rafa Mir,Álvaro Núñez,Marc Aguado,3142,M. Dituro,0; 40,Á. Núñez,65; 0,G. Valera,65; 80,D. Affengruber,20; 40,V. Chust,20; 10,P. Bigas,20; 70,R. Mendoza,65; 25,M. Aguado,45; 40,Á. Rodríguez,90; 25,R. Mir,90; 55,A. Febas,65; 55
3,2024/25,Espagne,LaLiga,63,Atletico Madrid,https://fr.whoscored.com/teams/63/show/espagne-atletico-madrid,Nico González,Pablo Barrios,Julián Alvarez,Giuliano Simeone,Álex Baena,442,J. Oblak,0; 40,M. Llorente,25; 0,M. Ruggeri,25; 80,J. Cardoso,60; 25,R. Le Normand,25; 25,C. Lenglet,25; 55,G. Simeone,60; 0,P. Barrios,60; 55,J. Alvarez,90; 55,A. Sørloth,90; 25,T. Almada,60; 80
